iter	Passed	Remaining
262	13350	27258
263	13399	27204
264	13448	27151
265	13500	27102
266	13549	27048
267	13600	26997
268	13648	26942
269	13697	26886
270	13749	26840
271	13802	26792
272	13852	26741
273	13909	26701
274	13958	26648
275	14014	26607
276	14064	26554
277	14117	26508
278	14166	26454
279	14218	26405
280	14268	26353
281	14316	26297
282	14367	26247
283	14421	26201
284	14474	26155
285	14523	26101
286	14570	26043
287	14620	25992
288	14669	25938
289	14717	25881
290	14770	25836
291	14820	25783
292	14868	25728
293	14919	25677
294	14966	25620
295	15019	25574
296	15073	25529
297	15123	25476
298	15170	25419
299	15220	25367
300	15272	25318
301	15323	25267
302	15388	25240
303	15444	25199
304	15497	25151
305	15551	25106
306	15604	25058
307	15660	25016
308	15713	24968
309	15766	24921
310	15821	24877
311	15874	24829
312	15927	24782
313	15982	24736
314	16041	24698
315	16093	24649
316	16147	24603
317	16213	24575
318	16276	24542
319	16336	24505
320	16398	24470
321	16458	24432
322	16515	24389
323	16574	24350
324	16637	24316
325	16698	24279
326	16751	24230
327	16805	24184
328	16864	24142
329	16920	24099
330	16973	24050
331	17024	23998
332	17081	23955
333	17143	23918
334	17198	23871
335	17249	23820
336	17303	23773
337	17357	23725
338	17413	23680
339	17468	23633
340	17519	23581
341	17571	23531
342	17626	23484
343	17679	23435
344	17736	23391
345	17791	23345
346	17840	23290
347	17888	23234
348	17936	23178
349	17984	23122
350	18049	23089
351	18099	23035
352	18147	22979
353	18194	22923
354	18242	22867
355	18290	22812
356	18338	22756
357	18386	22701
358	18435	22646
359	18483	22590
360	18530	22533
361	18579	22480
362	18626	22423
363	18680	22375
364	18735	22328
365	18787	22278
366	18836	22224
367	18885	22170
368	18936	22118
369	18988	22067
370	19039	22016
371	19098	21973
372	19157	21930
373	19214	21886
374	19261	21830
375	19311	21776
376	19366	21729
377	19416	21676
378	19463	21620
379	19519	21573
380	19567	21518
381	19624	21474
382	19681	21428
383	19737	21381
384	19794	21337
385	19854	21294
386	19912	21250
387	19971	21206
388	20031	21164
389	20090	21120
390	20152	21080
391	20206	21031
392	20262	20984
393	20313	20932
394	20364	20880
395	20412	20824
396	20468	20778
397	20518	20724
398	20569	20672
399	20619	20619
400	20671	20568
401	20720	20513
402	20771	20462
403	20823	20410
404	20871	20356
405	20918	20300
406	20970	20249
407	21023	20198
408	21072	20145
409	21125	20094
410	21176	20042
411	21225	19989
412	21276	19936
413	21328	19885
414	21376	19831
415	21427	19779
416	21484	19733
417	21531	19676
418	21579	19622
419	21628	19568
420	21684	19520
421	21738	19471
422	21792	19422
423	21842	19369
424	21890	19315
425	21937	19259
426	21985	19205
427	22037	19153
428	22088	19102
429	22150	19060
430	22200	19007
431	22249	18953
432	22303	18903
433	22358	18855
434	22409	18803
435	22458	18749
436	22508	18697
437	22557	18643
438	22606	18589
439	22652	18534
440	22706	18484
441	22754	18430
442	22803	18376
443	22849	18320
444	22903	18271
445	22954	18219
446	23004	18166
447	23054	18114
448	23104	18061
449	23152	18007
450	23202	17955
451	23251	17901
452	23298	17846
453	23347	17793
454	23398	17741
455	23446	17687
456	23494	17633
457	23544	17581
458	23593	17527
459	23644	17476
460	23691	17421
461	23742	17370
462	23792	17317
463	23840	17263
464	23890	17211
465	23944	17161
466	23993	17108
467	24044	17057
468	24102	17010
469	24157	16961
470	24209	16910
471	24273	16867
472	24329	16820
473	24376	16765
474	24427	16713
475	24478	16662
476	24532	16611
477	24579	16557
478	24630	16506
479	24680	16453
480	24729	16400
481	24777	16346
482	24824	16292
483	24884	16247
484	24935	16195
485	24985	16143
486	25035	16090
487	25082	16036
488	25129	15982
489	25176	15928
490	25230	15878
491	25279	15825
492	25326	15771
493	25375	15718
494	25422	15664
495	25471	15611
496	25519	15558
497	25568	15505
498	25621	15454
499	25670	15402
500	25720	15350
501	25772	15299
502	25821	15246
503	25872	15194
504	25923	15143
505	25971	15090
506	26017	15036
507	26063	14981
508	26112	14929
509	26164	14878
510	26213	14825
511	26265	14774
512	26324	14727
513	26380	14678
514	26431	14627
515	26481	14574
516	26534	14524
517	26586	14473
518	26637	14422
519	26696	14375
520	26754	14327
521	26809	14277
522	26864	14228
523	26924	14181
524	26984	14134
525	27041	14086
526	27094	14035
527	27145	13983
528	27190	13929
529	27241	13877
530	27289	13824
531	27337	13771
532	27394	13723
533	27440	13669
534	27489	13616
535	27539	13564
536	27594	13514
537	27643	13462
538	27691	13409
539	27742	13357
540	27791	13304
541	27841	13253
542	27890	13200
543	27939	13148
544	27990	13096
545	28038	13043
546	28096	12995
547	28143	12942
548	28191	12889
549	28242	12837
550	28297	12787
551	28359	12741
552	28415	12692
553	28469	12641
554	28526	12592
555	28580	12542
556	28634	12492
557	28688	12441
558	28737	12389
559	28788	12337
560	28844	12288
561	28892	12235
562	28941	12183
563	28999	12134
564	29049	12082
565	29102	12031
566	29155	11981
567	29210	11931
568	29262	11879
569	29315	11829
570	29376	11781
571	29432	11731
572	29488	11682
573	29540	11630
574	29592	11579
575	29647	11529
576	29698	11477
577	29753	11427
578	29803	11375
579	29856	11324
580	29911	11274
581	29967	11224
582	30020	11173
583	30070	11122
584	30123	11070
585	30174	11019
586	30223	10966
587	30275	10915
588	30327	10864
589	30394	10818
590	30445	10766
591	30495	10714
592	30545	10662
593	30597	10611
594	30648	10559
595	30698	10507
596	30758	10458
597	30810	10407
598	30863	10356
599	30913	10304
600	30963	10252
601	31015	10201
602	31064	10148
603	31114	10096
604	31162	10043
605	31212	9992
606	31264	9940
607	31314	9888
608	31368	9837
609	31417	9785
610	31470	9734
611	31520	9682
612	31570	9630
613	31619	9578
614	31680	9529
615	31730	9477
616	31780	9425
617	31831	9374
618	31882	9322
619	31936	9271
620	31987	9220
621	32037	9168
622	32096	9118
623	32146	9067
624	32197	9015
625	32248	8963
626	32296	8911
627	32346	8859
628	32409	8810
629	32459	8758
630	32509	8706
631	32564	8656
632	32622	8606
633	32684	8557
634	32742	8508
635	32800	8458
636	32864	8409
637	32918	8358
638	32968	8306
639	33018	8254
640	33066	8202
641	33119	8150
642	33169	8098
643	33218	8046
644	33270	7995
645	33321	7943
646	33370	7891
647	33419	7839
648	33467	7786
649	33516	7734
650	33567	7682
651	33616	7630
652	33669	7579
653	33720	7527
654	33773	7476
655	33823	7424
656	33872	7372
657	33921	7320
658	33968	7267
659	34019	7216
660	34067	7163
661	34118	7112
662	34169	7060
663	34221	7009
664	34269	6956
665	34319	6905
666	34380	6855
667	34434	6804
668	34484	6752
669	34535	6700
670	34586	6649
671	34635	6597
672	34686	6545
673	34735	6493
674	34785	6441
675	34841	6391
676	34895	6339
677	34949	6288
678	35001	6237
679	35049	6185
680	35100	6133
681	35149	6081
682	35199	6029
683	35250	5978
684	35301	5926
685	35352	5874
686	35402	5823
687	35454	5771
688	35503	5719
689	35558	5668
690	35609	5617
691	35659	5565
692	35709	5513
693	35761	5462
694	35813	5410
695	35862	5358
696	35913	5307
697	35965	5255
698	36015	5203
699	36063	5151
700	36115	5100
701	36165	5048
702	36217	4997
703	36268	4945
704	36314	4893
705	36362	4841
706	36416	4790
707	36475	4739
708	36525	4688
709	36575	4636
710	36628	4584
711	36678	4533
712	36727	4481
713	36777	4429
714	36829	4378
715	36893	4328
716	36950	4277
717	37006	4226
718	37064	4175
719	37122	4124
720	37178	4073
721	37227	4021
722	37284	3970
723	37333	3918
724	37384	3867
725	37447	3816
726	37500	3765
727	37550	3713
728	37606	3662
729	37656	3610
730	37712	3559
731	37763	3508
732	37817	3456
733	37872	3405
734	37925	3353
735	37979	3302
736	38030	3250
737	38083	3199
738	38137	3147
739	38194	3096
740	38253	3045
741	38305	2994
742	38353	2942
743	38402	2890
744	38455	2839
745	38527	2788
746	38577	2737
747	38627	2685
748	38676	2633
749	38730	2582
750	38780	2530
751	38830	2478
752	38882	2426
753	38937	2375
754	38990	2323
755	39041	2272
756	39095	2220
757	39147	2169
758	39196	2117
759	39249	2065
760	39296	2013
761	39345	1962
762	39396	1910
763	39447	1858
764	39496	1807
765	39545	1755
766	39595	1703
767	39649	1652
768	39697	1600
769	39750	1548
770	39799	1497
771	39847	1445
772	39898	1393
773	39945	1341
774	39995	1290
775	40049	1238
776	40096	1186
777	40159	1135
778	40207	1083
779	40259	1032
780	40308	980
781	40358	928
782	40408	877
783	40457	825
784	40508	774
785	40571	722
786	40619	670
787	40667	619
788	40715	567
789	40768	516
790	40814	464
791	40863	412
792	40909	361
793	40962	309
794	41011	257
795	41066	206
796	41119	154
797	41168	103
798	41237	51
799	41293	0
