iter	Passed	Remaining
750	88913	5801
751	88976	5679
752	89049	5558
753	89127	5437
754	89182	5315
755	89249	5194
756	89314	5073
757	89359	4951
758	89421	4830
759	89482	4709
760	89544	4589
761	89610	4468
762	89675	4348
763	89738	4228
764	89800	4108
765	89865	3988
766	89931	3869
767	89994	3749
768	90058	3630
769	90126	3511
770	90187	3392
771	90217	3272
772	90247	3152
773	90283	3032
774	90312	2913
775	90340	2794
776	90368	2675
777	90397	2556
778	90426	2437
779	90453	2319
780	90481	2201
781	90509	2083
782	90538	1965
783	90567	1848
784	90598	1731
785	90626	1614
786	90654	1497
787	90682	1380
788	90709	1264
789	90737	1148
790	90765	1032
791	90793	917
792	90820	801
793	90848	686
794	90876	571
795	90903	456
796	90931	342
797	90959	227
798	90987	113
799	91016	0
