iter	F1	Logloss
223	0.9708450139	0.1554824076
224	0.9708450139	0.1545999232
225	0.9708450139	0.1536048898
226	0.9708450139	0.1529201495
227	0.9712259369	0.1520673746
228	0.9712259369	0.1515705322
229	0.9712259369	0.1508995743
230	0.9712259369	0.1501059786
231	0.9712259369	0.1494614321
232	0.972214801	0.1483876123
233	0.9725954633	0.1476246079
234	0.9725954633	0.1470369801
235	0.9725954633	0.1463095075
236	0.9735863636	0.1455879361
237	0.9735863636	0.1449187375
238	0.9735863636	0.1444240712
239	0.9735863636	0.144018678
240	0.9735863636	0.1433683265
241	0.9735863636	0.1429027296
242	0.9735863636	0.1423191286
243	0.9735863636	0.141787283
244	0.9735863636	0.1410896653
245	0.9735863636	0.1405455857
246	0.9735863636	0.1403692241
247	0.974579285	0.1395512291
248	0.974579285	0.1390107944
249	0.974579285	0.1384974024
250	0.974579285	0.1379458159
251	0.974959705	0.1372776501
252	0.974959705	0.1370001505
253	0.9753398429	0.1364427092
254	0.9753398429	0.1358114005
255	0.9753398429	0.1351734531
256	0.9753398429	0.134662503
257	0.9753398429	0.134530436
258	0.9753398429	0.1340402778
259	0.9753398429	0.1335901599
260	0.9753398429	0.1330346531
261	0.9753398429	0.1326736595
262	0.9763348288	0.1319587964
263	0.9763348288	0.1312596852
264	0.9763348288	0.130562114
265	0.9763348288	0.1302747126
266	0.9763348288	0.1299374072
267	0.976714703	0.12959266
268	0.976714703	0.129147368
269	0.976714703	0.1283689092
270	0.976714703	0.1278288592
271	0.976714703	0.127223499
272	0.976714703	0.1267883252
273	0.9777117385	0.1264035164
274	0.9777117385	0.1258381745
275	0.9780913479	0.1254471136
276	0.9780913479	0.125343833
277	0.9780913479	0.1247881446
278	0.9777117385	0.1246030276
279	0.9773318469	0.1242360205
280	0.9777117385	0.123892159
281	0.9784706756	0.1235478312
282	0.9784706756	0.1234060252
283	0.9784706756	0.1226559297
284	0.9780913479	0.1221940166
285	0.9780913479	0.1215935082
286	0.9780913479	0.121223983
287	0.9780913479	0.1208404633
288	0.9780913479	0.1203732311
289	0.9780913479	0.1199117337
290	0.9780913479	0.1193426908
291	0.9784706756	0.1189679603
292	0.9784706756	0.1184927476
293	0.9784706756	0.1184267902
294	0.9784706756	0.1180483798
295	0.9784706756	0.1176044707
296	0.9784706756	0.1170275499
297	0.9784706756	0.1167115222
298	0.9784706756	0.1163088345
299	0.9784706756	0.1159550327
300	0.9784706756	0.115590224
301	0.9784706756	0.1152185231
302	0.9784706756	0.1147959904
303	0.9784706756	0.1144239749
304	0.9784706756	0.1140775436
305	0.9784706756	0.1137708181
306	0.9784706756	0.1134216329
307	0.9784706756	0.1133088628
308	0.9784706756	0.1129730589
309	0.9784706756	0.1126453661
310	0.9788497217	0.1121996435
311	0.9788497217	0.1118397237
312	0.9788497217	0.1115547945
313	0.9788497217	0.1111105267
314	0.9788497217	0.1104916286
315	0.9788497217	0.1101730674
316	0.9788497217	0.1097632327
317	0.9788497217	0.1093984204
318	0.9788497217	0.1093427608
319	0.9788497217	0.109018049
320	0.9788497217	0.1085629249
321	0.9788497217	0.1085112311
322	0.9788497217	0.1081328348
323	0.9788497217	0.1077896049
324	0.9788497217	0.1073611961
325	0.9788497217	0.1072098393
326	0.9788497217	0.1069022497
327	0.9788497217	0.1067387287
328	0.9788497217	0.1064474473
329	0.9788497217	0.1061943065
330	0.9788497217	0.1057026662
331	0.9788497217	0.1052623489
332	0.9788497217	0.1047531759
333	0.9788497217	0.1045349802
334	0.9788497217	0.1040696302
335	0.9788497217	0.1035767493
336	0.9788497217	0.1032185261
337	0.9788497217	0.1029372318
338	0.9788497217	0.1027622113
339	0.9788497217	0.1022546296
340	0.9788497217	0.10197107
341	0.9788497217	0.1016293037
342	0.9788497217	0.1011865707
343	0.9788497217	0.1009097149
344	0.9792284866	0.1007149332
345	0.9796069707	0.100328431
346	0.9796069707	0.1000796669
347	0.9796069707	0.09960660037
348	0.9796069707	0.09922707707
349	0.9796069707	0.09884470565
350	0.9796069707	0.0985191267
351	0.9796069707	0.09816085757
352	0.9796069707	0.09781935237
353	0.9796069707	0.09742052478
354	0.9796069707	0.09717300015
355	0.9796069707	0.09690448747
356	0.9796069707	0.09669664419
357	0.9796069707	0.09634570411
358	0.9796069707	0.09607762497
359	0.9796069707	0.09566917707
360	0.9796069707	0.09528063939
361	0.9796069707	0.09483954559
362	0.9796069707	0.0945322846
363	0.9796069707	0.09422112689
364	0.9796069707	0.0936548387
365	0.9799851742	0.09338985352
366	0.9799851742	0.09331641466
367	0.9799851742	0.09311415695
368	0.9799851742	0.09271525313
369	0.9799851742	0.09234807283
370	0.9799851742	0.09191698606
371	0.9799851742	0.09163548511
372	0.9799851742	0.09142375638
373	0.9799851742	0.09112232264
374	0.9799851742	0.09109855596
375	0.9799851742	0.09093632199
376	0.9799851742	0.09076474762
377	0.9799851742	0.09042331175
378	0.9799851742	0.09004768703
379	0.9799851742	0.08976309454
380	0.9799851742	0.08943427979
381	0.9799851742	0.08910188508
382	0.9799851742	0.08883170752
383	0.9799851742	0.08847064621
384	0.9799851742	0.08819023641
385	0.9799851742	0.08793471011
386	0.9799851742	0.08767697318
387	0.9799851742	0.08764440412
388	0.9799851742	0.0874422675
389	0.9799851742	0.08731468909
390	0.9799851742	0.08723462631
391	0.9799851742	0.08690321339
392	0.9799851742	0.08685613394
393	0.9799851742	0.08656733816
394	0.9799851742	0.0863565874
395	0.9799851742	0.08621763327
396	0.9799851742	0.08604643065
397	0.9799851742	0.08588935517
398	0.9799851742	0.08567313698
399	0.9799851742	0.08552102754
400	0.9799851742	0.08530985679
401	0.9799851742	0.08496752485
402	0.9799851742	0.08455612352
403	0.9799851742	0.08425948032
404	0.9799851742	0.08424187741
405	0.9799851742	0.08406416527
406	0.9799851742	0.08391560426
407	0.9803630974	0.08370095422
408	0.9803630974	0.08338588788
409	0.9807407407	0.08308806131
410	0.9807407407	0.08288231109
411	0.9807407407	0.08271635703
412	0.9807407407	0.0824931605
413	0.9807407407	0.08221089778
414	0.9807407407	0.08204066776
415	0.9807407407	0.08180583717
416	0.9807407407	0.08165412444
417	0.9807407407	0.08143593535
418	0.9807407407	0.08124847196
419	0.9807407407	0.08104576457
420	0.9807407407	0.08082032543
421	0.9807407407	0.08053215512
422	0.9807407407	0.08034198501
423	0.9807407407	0.08007440537
424	0.9807407407	0.07982261489
425	0.9807407407	0.07959476035
426	0.9807407407	0.07942333517
427	0.9807407407	0.07920289147
428	0.9807407407	0.0790773807
429	0.9807407407	0.07887390747
430	0.9807407407	0.07876574375
431	0.9807407407	0.07860145187
432	0.9807407407	0.07851304093
433	0.9807407407	0.07835842386
434	0.9807407407	0.0781261313
435	0.9807407407	0.07790611944
436	0.9807407407	0.07769443951
437	0.9807407407	0.07746376356
438	0.9807407407	0.07738663533
439	0.9807407407	0.07717626401
440	0.9807407407	0.07691164318
441	0.9807407407	0.07667115595
442	0.9807407407	0.07640772139
443	0.9807407407	0.07623905196
444	0.9807407407	0.07609296591
445	0.9807407407	0.07585671587
446	0.9807407407	0.07562850497
447	0.9807407407	0.07542179176
448	0.9807407407	0.07529367776
449	0.9807407407	0.07510125045
450	0.9807407407	0.07504416895
451	0.9807407407	0.07484841968
452	0.9807407407	0.07468696628
453	0.9807407407	0.07449723004
454	0.9807407407	0.07437213324
455	0.9807407407	0.07418590305
456	0.9807407407	0.07402351391
457	0.9807407407	0.07385647481
458	0.9807407407	0.07381437637
459	0.9807407407	0.07374355148
460	0.9807407407	0.07356620763
461	0.9807407407	0.07331655524
462	0.9807407407	0.07310102479
463	0.9807407407	0.07298448793
464	0.9807407407	0.07285831281
465	0.9807407407	0.0726993184
466	0.9807407407	0.07262372433
467	0.9807407407	0.07237933777
468	0.9807407407	0.07225545803
469	0.9807407407	0.07209724138
470	0.9807407407	0.07192676595
471	0.9807407407	0.07190537564
472	0.9807407407	0.0718668252
473	0.9807407407	0.07169817839
474	0.9807407407	0.07162816133
475	0.9807407407	0.07149502437
476	0.9807407407	0.07137278035
477	0.9807407407	0.07123327222
478	0.9807407407	0.07110284458
479	0.9807407407	0.07086691768
480	0.9807407407	0.07085411024
481	0.9807407407	0.0706510552
482	0.9807407407	0.07050004298
483	0.9807407407	0.07033287701
484	0.9807407407	0.0702773631
485	0.9807407407	0.07023429894
486	0.9807407407	0.07018929052
487	0.9807407407	0.07007085429
488	0.9807407407	0.069888817
489	0.9807407407	0.06960934238
490	0.9807407407	0.06947566488
491	0.9807407407	0.0693218448
492	0.9807407407	0.06919140701
493	0.9807407407	0.06903462461
494	0.9807407407	0.06899181685
495	0.9807407407	0.0689742612
496	0.9807407407	0.06882559647
497	0.9807407407	0.06864121983
498	0.9807407407	0.06852065238
499	0.9807407407	0.06841502747
500	0.9807407407	0.06823027839
501	0.9807407407	0.06806279967
502	0.9807407407	0.06795416029
503	0.9807407407	0.06775082133
504	0.9807407407	0.06756347816
505	0.9807407407	0.06739263287
506	0.9807407407	0.06724376928
507	0.9807407407	0.06714226968
508	0.9807407407	0.06707335397
509	0.9807407407	0.06693659213
510	0.9807407407	0.06691548563
511	0.9807407407	0.06679709537
512	0.9807407407	0.0666968972
513	0.9807407407	0.06652485915
514	0.9807407407	0.06650630454
515	0.9807407407	0.06637131075
516	0.9807407407	0.06635698026
517	0.9807407407	0.06621578582
518	0.9807407407	0.06607109
519	0.9807407407	0.06592026133
520	0.9807407407	0.06585746315
521	0.9807407407	0.06579193363
522	0.9807407407	0.06568200263
523	0.9807407407	0.06566759522
524	0.9807407407	0.06552721352
525	0.9807407407	0.06542724993
526	0.9807407407	0.06518528881
527	0.9807407407	0.06502664446
528	0.9807407407	0.06488335818
529	0.9807407407	0.0647830433
530	0.9807407407	0.06467805226
531	0.9807407407	0.06460446122
532	0.9807407407	0.06447698274
533	0.9807407407	0.06435130713
534	0.9807407407	0.06424358052
535	0.9807407407	0.0642367398
536	0.9807407407	0.06414196775
537	0.9807407407	0.06400865814
538	0.9807407407	0.06393415168
539	0.9807407407	0.06385020989
540	0.9807407407	0.06373470385
541	0.9807407407	0.06371906574
542	0.9807407407	0.0635814246
543	0.9807407407	0.06348127478
544	0.9807407407	0.06337668249
545	0.9807407407	0.06327695735
546	0.9807407407	0.06320528028
547	0.9807407407	0.0630819901
548	0.9807407407	0.06294061315
549	0.9807407407	0.0628060912
550	0.9807407407	0.06275849705
551	0.9807407407	0.06266672265
552	0.9807407407	0.06253294144
553	0.9807407407	0.0624041206
554	0.9807407407	0.06239324314
555	0.9807407407	0.06226757838
556	0.9807407407	0.06215107749
557	0.9807407407	0.06200741304
558	0.9807407407	0.0619388184
559	0.9807407407	0.06178323531
560	0.9807407407	0.06166291311
561	0.9807407407	0.0615901481
562	0.9807407407	0.06149761083
563	0.9807407407	0.06140973517
564	0.9807407407	0.06126496595
565	0.9807407407	0.06121130379
566	0.9807407407	0.06111756437
567	0.9807407407	0.06102238523
568	0.9807407407	0.06095185458
569	0.9807407407	0.06083401635
570	0.9807407407	0.06075531678
571	0.9807407407	0.06069913767
572	0.9807407407	0.06060982318
573	0.9807407407	0.06053912393
574	0.9807407407	0.06046309806
575	0.9807407407	0.06042652946
576	0.9807407407	0.06030399743
577	0.9807407407	0.06026146526
578	0.9807407407	0.06018463996
579	0.9807407407	0.06001985672
580	0.9807407407	0.05992976603
581	0.9807407407	0.05986882862
582	0.9807407407	0.05977019441
583	0.9807407407	0.05967269129
584	0.9807407407	0.05958918269
585	0.9807407407	0.05946342955
586	0.9807407407	0.05937277292
587	0.9807407407	0.05936574493
588	0.9807407407	0.05924765322
589	0.9807407407	0.05916515862
590	0.9807407407	0.05909872902
591	0.9807407407	0.05901780547
592	0.9807407407	0.05893955369
593	0.9807407407	0.05883621988
594	0.9807407407	0.05874637765
595	0.9807407407	0.05864739522
596	0.9807407407	0.05854801512
597	0.9807407407	0.0584392622
598	0.9807407407	0.05832312708
599	0.9807407407	0.05819027542
600	0.9807407407	0.05810059232
601	0.9807407407	0.0580081276
602	0.9807407407	0.05797557652
603	0.9807407407	0.05791717718
604	0.9807407407	0.05782121812
605	0.9807407407	0.05777880476
606	0.9807407407	0.0577316303
607	0.9807407407	0.0577197597
608	0.9807407407	0.05757507644
609	0.9807407407	0.05749661325
610	0.9807407407	0.05735542945
611	0.9807407407	0.05723545384
612	0.9807407407	0.05711707105
613	0.9807407407	0.05710861735
614	0.9807407407	0.05709943838
615	0.9807407407	0.05703617821
616	0.9807407407	0.0569440344
617	0.9807407407	0.05685706374
618	0.9807407407	0.05684870975
619	0.9807407407	0.05681359443
620	0.9807407407	0.05672682378
621	0.9807407407	0.0566839853
622	0.9807407407	0.0566183289
623	0.9807407407	0.056504816
624	0.9807407407	0.05647018914
625	0.9807407407	0.05638852211
626	0.9807407407	0.05629896322
627	0.9807407407	0.05623504178
628	0.9807407407	0.05622685485
629	0.9807407407	0.05616038987
630	0.9807407407	0.05611329795
631	0.9807407407	0.05605679657
632	0.9807407407	0.0559682334
633	0.9807407407	0.05592023311
634	0.9807407407	0.05584897996
635	0.9807407407	0.05577815997
636	0.9807407407	0.05577467671
637	0.9807407407	0.05574786675
638	0.9807407407	0.05569890877
639	0.9807407407	0.05560398127
640	0.9807407407	0.0555278579
641	0.9807407407	0.05545279281
642	0.9807407407	0.05540938161
643	0.9807407407	0.05535826386
644	0.9807407407	0.0552760586
645	0.9807407407	0.05520200024
646	0.9807407407	0.05517258648
647	0.9807407407	0.05508528629
648	0.9807407407	0.05502569157
649	0.9807407407	0.05497332258
650	0.9807407407	0.05488789568
651	0.9807407407	0.05484089766
652	0.9807407407	0.05478058661
653	0.9807407407	0.05465723236
654	0.9807407407	0.05458209773
655	0.9807407407	0.0545536865
656	0.9807407407	0.05450066019
657	0.9807407407	0.05444534481
658	0.9807407407	0.05439141521
659	0.9807407407	0.05438255265
660	0.9807407407	0.05432983498
661	0.9807407407	0.05426623142
662	0.9807407407	0.05424440908
663	0.9807407407	0.05419778266
664	0.9807407407	0.05418212863
665	0.9807407407	0.05409392595
666	0.9807407407	0.05404150669
667	0.9807407407	0.0539725243
668	0.9807407407	0.05391792334
669	0.9807407407	0.05386999438
670	0.9807407407	0.05376252783
671	0.9807407407	0.053670495
672	0.9807407407	0.05362408555
673	0.9807407407	0.05357552547
674	0.9807407407	0.05350766784
675	0.9807407407	0.05342787621
676	0.9807407407	0.05337394536
677	0.9807407407	0.05332874696
678	0.9807407407	0.05326639001
679	0.9807407407	0.05320296759
680	0.9807407407	0.05314376669
681	0.9807407407	0.05309143996
682	0.9807407407	0.0530129722
683	0.9807407407	0.05297061531
684	0.9807407407	0.05292536464
685	0.9807407407	0.05285457686
686	0.9807407407	0.05279024888
687	0.9807407407	0.05272587653
688	0.9807407407	0.05266492913
689	0.9807407407	0.05260243236
690	0.9807407407	0.05252661012
691	0.9807407407	0.05250326509
692	0.9807407407	0.05243158391
693	0.9807407407	0.05235589599
694	0.9807407407	0.05227901863
695	0.9807407407	0.05215973403
696	0.9807407407	0.05214428959
697	0.9807407407	0.05205028641
698	0.9807407407	0.05200213727
699	0.9807407407	0.05199493996
700	0.9807407407	0.05194353053
701	0.9807407407	0.05190911678
702	0.9807407407	0.05185837202
703	0.9807407407	0.05184984248
704	0.9807407407	0.05179780564
705	0.9807407407	0.0517173929
706	0.9807407407	0.05168089079
707	0.9807407407	0.05163109459
708	0.9807407407	0.05157775526
709	0.9807407407	0.05152380177
710	0.9807407407	0.0514862815
711	0.9807407407	0.0514609869
712	0.9807407407	0.05143052312
713	0.9807407407	0.05142638083
714	0.9807407407	0.05139380449
715	0.9807407407	0.05132504075
716	0.9807407407	0.05127550746
717	0.9807407407	0.05127028019
718	0.9807407407	0.05120929913
719	0.9807407407	0.05110398598
720	0.9807407407	0.05102477096
721	0.9807407407	0.05095283403
722	0.9807407407	0.05087775314
723	0.9807407407	0.05082828493
724	0.9807407407	0.05079554997
725	0.9807407407	0.05076262088
726	0.9807407407	0.05073670784
727	0.9807407407	0.05071013527
728	0.9807407407	0.05064047728
729	0.9807407407	0.05059189565
730	0.9807407407	0.05056078003
731	0.9807407407	0.05051132739
732	0.9807407407	0.05044946748
733	0.9807407407	0.05038993958
734	0.9807407407	0.05033242115
735	0.9807407407	0.0502617071
736	0.9807407407	0.05021619685
737	0.9807407407	0.0501777424
738	0.9807407407	0.05012875469
739	0.9807407407	0.0501177754
740	0.9807407407	0.05007412746
741	0.9807407407	0.05002985595
742	0.9807407407	0.04996530061
743	0.9807407407	0.0499599962
744	0.9807407407	0.04988689414
745	0.9807407407	0.04984786741
746	0.9807407407	0.04979180044
747	0.9807407407	0.0497512611
748	0.9807407407	0.04968178544
749	0.9807407407	0.04962477817
750	0.9807407407	0.04959918939
751	0.9807407407	0.04955026871
752	0.9807407407	0.04949884055
753	0.9807407407	0.04946726949
754	0.9807407407	0.0494217596
755	0.9807407407	0.04937792417
756	0.9807407407	0.04933557776
757	0.9807407407	0.04930178331
758	0.9807407407	0.04927008294
759	0.9807407407	0.04923599285
760	0.9807407407	0.04918767256
761	0.9807407407	0.04911855273
762	0.9807407407	0.04907522534
763	0.9807407407	0.049033082
764	0.9807407407	0.04901509816
765	0.9807407407	0.04897713837
766	0.9807407407	0.04893076652
767	0.9807407407	0.04888661341
768	0.9807407407	0.04885707124
769	0.9807407407	0.04881236031
770	0.9807407407	0.04877490043
771	0.9807407407	0.04872536518
772	0.9807407407	0.04867979927
773	0.9807407407	0.04862347881
774	0.9807407407	0.04861473737
775	0.9807407407	0.04858563533
776	0.9807407407	0.04856485742
777	0.9807407407	0.04852007949
778	0.9807407407	0.04845733513
779	0.9807407407	0.04843873653
780	0.9807407407	0.048380858
781	0.9807407407	0.04832509584
782	0.9807407407	0.04826992623
783	0.9807407407	0.04820806836
784	0.9807407407	0.04817738568
785	0.9807407407	0.04813708553
786	0.9807407407	0.04807893621
787	0.9807407407	0.04801666257
788	0.9807407407	0.04796996397
789	0.9807407407	0.04793363658
790	0.9807407407	0.04788469769
791	0.9807407407	0.04783272696
792	0.9807407407	0.04778433966
793	0.9807407407	0.04776905496
794	0.9807407407	0.04771346074
795	0.9807407407	0.04766057734
796	0.9807407407	0.04762166991
797	0.9807407407	0.04758762932
798	0.9807407407	0.04756287146
799	0.9807407407	0.04752344985
136
827012287
